,Biomass composition,Fitness
0,"['fad_c', 'kdo2lipid4_e', 'hemeO_c', '5fthf_c', 'murein5px4px4p_p', '4mpetz_c', '3hhcoa_c', 'ahdt_c', 'uaagmda_c', '2omph_c', 'ahcys_c', 'nadphx__R_c', 'thmpp_c']",0.7744253543118482
1,"['fad_c', 'murein4px4p4p_p', 'kdo2lipid4_e', 'hemeO_c', '5fthf_c', 'murein5px4px4p_p', '4mpetz_c', '3hhcoa_c', 'ahdt_c', 'uaagmda_c', '2omph_c', 'ahcys_c', 'nadphx__R_c', 'thmpp_c']",0.7744253543118482
2,"['fad_c', 'odecoa_c', 'kdo2lipid4_e', 'hemeO_c', '5fthf_c', 'murein5px4px4p_p', '4mpetz_c', '3hhcoa_c', 'ahdt_c', 'uaagmda_c', '2omph_c', 'ahcys_c', 'nadphx__R_c', 'thmpp_c']",0.7744253543118482
3,"['fad_c', 'kdo2lipid4_e', 'hemeO_c', '5fthf_c', 'murein5px4px4p_p', '4mpetz_c', '3hhcoa_c', 'ahdt_c', 'uaagmda_c', '2omph_c', 'ahcys_c', 'nadphx__R_c', 'kdo2lipid4_p', 'thmpp_c']",0.7744253543118482
4,"['fad_c', 'kdo2lipid4_e', 'hemeO_c', '5fthf_c', 'murein5px4px4p_p', '4mpetz_c', '3hhcoa_c', 'ahdt_c', 'uaagmda_c', '2omph_c', 'b2coa_c', 'ahcys_c', 'nadphx__R_c', 'thmpp_c']",0.7744253543118482
5,"['fad_c', 'kdo2lipid4_e', 'hemeO_c', '5fthf_c', 'murein5px4px4p_p', '4mpetz_c', '3hhcoa_c', 'ahdt_c', 'uaagmda_c', '2omph_c', 'ahcys_c', 'nadphx__R_c', 'LalaDgluMdapDala_p', 'thmpp_c']",0.7744253543118482
6,"['fad_c', 'kdo2lipid4p_c', 'kdo2lipid4_e', 'hemeO_c', '5fthf_c', 'murein5px4px4p_p', '4mpetz_c', '3hhcoa_c', 'ahdt_c', 'uaagmda_c', '2omph_c', 'ahcys_c', 'nadphx__R_c', 'thmpp_c']",0.7716309707738936
7,"['fad_c', 'kdo2lipid4_e', 'hemeO_c', '5fthf_c', 'murein5px4px4p_p', '4mpetz_c', '3hhcoa_c', 'ahdt_c', 'uaagmda_c', '2omph_c', 'ahcys_c', 'nadphx__R_c', 'thmpp_c', 'fmn_e']",0.7716309707738936
8,"['lipa_c', 'fad_c', 'hemeO_c', '5fthf_c', 'enlipa_e', 'murein5px4px4p_p', '4mpetz_c', '3hhcoa_c', 'uaagmda_c', '2omph_c', 'ahcys_c', 'nadphx__R_c', 'thmpp_c']",0.7715891663334896
9,"['fad_c', 'hemeO_c', '5fthf_c', 'enlipa_e', 'murein5px4px4p_p', '4mpetz_c', '3hhcoa_c', 'ahdt_c', 'uaagmda_c', '2omph_c', 'ahcys_c', 'nadphx__R_c', 'thmpp_c']",0.7715891663334896
10,"['fad_c', 'hemeO_c', '5fthf_c', 'enlipa_e', 'murein5px4px4p_p', '4mpetz_c', 'dhmpt_c', '3hhcoa_c', 'ahdt_c', 'uaagmda_c', '2omph_c', 'ahcys_c', 'nadphx__R_c', 'thmpp_c']",0.7715891663334896
11,"['fad_c', 'tdcoa_c', 'hemeO_c', '5fthf_c', 'enlipa_e', 'murein5px4px4p_p', '4mpetz_c', '3hhcoa_c', 'ahdt_c', 'uaagmda_c', '2omph_c', 'ahcys_c', 'nadphx__R_c', 'thmpp_c']",0.7715891663334896
12,"['fad_c', 'hemeO_c', 'LalaDgluMdap_c', '5fthf_c', 'enlipa_e', 'murein5px4px4p_p', '4mpetz_c', '3hhcoa_c', 'ahdt_c', 'uaagmda_c', '2omph_c', 'ahcys_c', 'nadphx__R_c', 'thmpp_c']",0.7715891663334896
13,"['fad_c', 'ugmda_c', 'hemeO_c', '5fthf_c', 'enlipa_e', 'murein5px4px4p_p', '4mpetz_c', '3hhcoa_c', 'ahdt_c', 'uaagmda_c', '2omph_c', 'ahcys_c', 'nadphx__R_c', 'thmpp_c']",0.7715891663334896
14,"['fad_c', 'hemeO_c', '5fthf_c', 'enlipa_e', 'murein5px4px4p_p', 'nadhx__R_c', '4mpetz_c', '3hhcoa_c', 'ahdt_c', 'uaagmda_c', '2omph_c', 'ahcys_c', 'nadphx__R_c', 'thmpp_c']",0.7715891663334896
15,"['fad_c', 'hemeO_c', '5fthf_c', 'enlipa_e', 'murein5px4px4p_p', '4mpetz_c', '3hhcoa_c', 'ahdt_c', 'uaagmda_c', '2omph_c', 'pap_c', 'ahcys_c', 'nadphx__R_c', 'thmpp_c']",0.7715891663334896
16,"['fad_c', 'hemeO_c', '5fthf_c', 'enlipa_e', 'murein5px4px4p_p', '4mpetz_c', '3hhcoa_c', 'ahdt_c', 'uaagmda_c', '2omph_c', '3ohcoa_c', 'ahcys_c', 'nadphx__R_c', 'thmpp_c']",0.7715891663334896
17,"['fad_c', 'hemeO_c', '5fthf_c', 'enlipa_e', 'murein5px4px4p_p', '4mpetz_c', '3hhcoa_c', 'ahdt_c', 'uaagmda_c', '2omph_c', 'ahcys_c', 'nadphx__R_c', 'thmpp_c', 'tdecoa_c']",0.7715891663334896
18,"['fad_c', 'hemeO_c', '5fthf_c', 'aps_c', 'enlipa_e', 'murein5px4px4p_p', '4mpetz_c', '3hhcoa_c', 'ahdt_c', 'uaagmda_c', '2omph_c', 'ahcys_c', 'nadphx__R_c', 'thmpp_c']",0.7715891663334896
19,"['fad_c', 'prbamp_c', 'hemeO_c', '5fthf_c', 'enlipa_e', 'murein5px4px4p_p', '4mpetz_c', '3hhcoa_c', 'ahdt_c', 'uaagmda_c', '2omph_c', 'ahcys_c', 'nadphx__R_c', 'thmpp_c']",0.7715891663334896
20,"['fad_c', 'hemeO_c', 'td2coa_c', '5fthf_c', 'enlipa_e', 'murein5px4px4p_p', '4mpetz_c', '3hhcoa_c', 'ahdt_c', 'uaagmda_c', '2omph_c', 'ahcys_c', 'nadphx__R_c', 'thmpp_c']",0.7715891663334896
21,"['fad_c', 'hemeO_c', '5fthf_c', 'ugmd_c', 'enlipa_e', 'murein5px4px4p_p', '4mpetz_c', '3hhcoa_c', 'ahdt_c', 'uaagmda_c', '2omph_c', 'ahcys_c', 'nadphx__R_c', 'thmpp_c']",0.7715891663334896
