,Biomass composition,Fitness
0,"['oc2coa_c', 'methf_c', 'hdcoa_c', 'thmmp_c', 'aps_c', '3hocoa_c', 'lipa_e', '2omph_c', 'prlp_c', 'murein5px4p_p', 'fmnh2_c', 'ugmd_c', 'hemeO_c', 'prfp_c', '5mthf_c', 'dmlz_c', 'tdcoa_c', 'uagmda_c', 'kdo2lipid4_c', 'dcacoa_c', 'LalaDgluMdap_e', 'ahdt_c', 'mlthf_c', 'murein3px4p_p', 'nadphx__R_c', 'dc2coa_c', 'thmpp_c', '5fthf_c', 'enlipa_p']",0.7662297169404211
1,"['methf_c', 'hdcoa_c', 'thmmp_c', 'aps_c', 'lipa_e', 'prlp_c', 'q8h2_c', 'murein5px4p_p', 'fmnh2_c', 'ugmd_c', 'hemeO_c', 'prfp_c', 'tdcoa_c', 'uagmda_c', 'dcacoa_c', 'LalaDgluMdap_e', 'ahdt_c', 'mlthf_c', 'murein3px4p_p', 'nadphx__R_c', 'dc2coa_c', '5apru_c', '5mta_c', 'q8_c', 'enlipa_p']",0.7635791467851071
2,"['methf_c', 'hdcoa_c', 'thmmp_c', 'aps_c', 'lipa_e', 'prlp_c', 'q8h2_c', 'murein5px4p_p', 'fmnh2_c', 'ugmd_c', 'hemeO_c', 'prfp_c', 'tdcoa_c', 'uagmda_c', 'dcacoa_c', 'LalaDgluMdap_e', 'ahdt_c', 'mlthf_c', 'murein3px4p_p', 'nadphx__R_c', 'thmpp_c', '5fthf_c', 'colipa_e', 'paps_c', 'q8_c', 'kdo2lipid4L_c']",0.7635791467851071
3,"['methf_c', 'hdcoa_c', 'thmmp_c', 'aps_c', 'lipa_e', 'prlp_c', 'q8h2_c', 'murein5px4p_p', 'fmnh2_c', 'ugmd_c', 'hemeO_c', 'prfp_c', 'tdcoa_c', 'uagmda_c', 'dcacoa_c', 'LalaDgluMdap_e', 'murein3p3p_p', 'ahdt_c', 'mlthf_c', '5fthf_c', 'colipa_e', 'fad_e', 'fad_p', 'dhf_c']",0.7635791467851071
4,"['methf_c', 'hdcoa_c', 'thmmp_c', 'aps_c', 'lipa_e', 'prlp_c', 'q8h2_c', 'murein5px4p_p', 'fmnh2_c', 'ugmd_c', 'hemeO_c', 'prfp_c', 'tdcoa_c', 'uagmda_c', 'dcacoa_c', 'na15dap_c', 'q8_c', 'enlipa_p']",0.7635791467851071
5,"['methf_c', 'hdcoa_c', 'thmmp_c', 'aps_c', 'lipa_e', 'prlp_c', 'q8h2_c', 'murein5px4p_p', 'fmnh2_c', 'ugmd_c', 'hemeO_c', 'prfp_c', 'tdcoa_c', 'uagmda_c', 'dcacoa_c', 'LalaDgluMdap_e', 'ahdt_c', 'hdd2coa_c', '3hhcoa_c', '5fthf_c', '2tpr3dpcoa_c', 'dhnpt_c', '2omhmbl_c', 'fad_p', 'kdo2lipid4L_c']",0.7635791467851071
6,"['methf_c', 'hdcoa_c', 'thmmp_c', 'aps_c', 'lipa_e', 'prlp_c', 'q8h2_c', 'murein5px4p_p', 'fmnh2_c', 'ugmd_c', 'hemeO_c', 'prfp_c', 'tdcoa_c', 'uagmda_c', 'murein5px4px4p_p', 'ahdt_c', 'mlthf_c', 'murein3px4p_p', 'nadphx__R_c', 'thmpp_c', '5fthf_c', 'enlipa_e']",0.7635791467851071
7,"['methf_c', 'hdcoa_c', 'thmmp_c', 'aps_c', 'lipa_e', 'prlp_c', 'q8h2_c', 'murein5px4p_p', 'fmnh2_c', 'ugmd_c', 'hemeO_c', 'prfp_c', 'tdcoa_c', 'uagmda_c', 'dcacoa_c', 'LalaDgluMdap_e', 'ahdt_c', 'mlthf_c', 'murein3px4p_p', 'nadphx__R_c', 'dc2coa_c', 'thmpp_c', '5fthf_c', '2tpr3dpcoa_c', '5aprbu_c', 'odecoa_c', '2oph_c', '14dhncoa_c', 'paps_c', 'fad_p']",0.7635791467851071
8,"['methf_c', 'hdcoa_c', 'thmmp_c', 'aps_c', 'lipa_e', 'prlp_c', 'q8h2_c', 'murein5px4p_p', 'fmnh2_c', 'ugmd_c', 'hemeO_c', '6hmhptpp_c', 'prbamp_c', 'lipa_c', 'odecoa_c', '2omhmbl_c', 'fad_p']",0.7635791467851071
9,"['methf_c', 'hdcoa_c', 'thmmp_c', 'aps_c', 'lipa_e', 'prlp_c', 'q8h2_c', 'murein5px4p_p', 'fmnh2_c', 'ugmd_c', 'hemeO_c', 'prfp_c', 'tdcoa_c', 'uagmda_c', 'murein5px4px4p_p', 'ahdt_c', 'mlthf_c', 'murein3px4p_p', 'nadphx__R_c', 'thmpp_c', '5fthf_c', 'enlipa_p']",0.7635791467851071
10,"['methf_c', 'hdcoa_c', 'thmmp_c', 'aps_c', 'lipa_e', 'prlp_c', 'q8h2_c', 'murein5px4p_p', 'fmnh2_c', 'ugmd_c', 'hemeO_c', 'prfp_c', 'tdcoa_c', 'uagmda_c', 'murein5px4px4p_p', 'spmd_e', '4mpetz_c', 'dc2coa_c', '5fthf_c', 'N1aspmd_c', 'murein5p4p_p', '2omhmbl_c', 'paps_c', 'dhf_c']",0.7635791467851071
11,"['methf_c', 'hdcoa_c', 'thmmp_c', 'aps_c', 'lipa_e', 'prlp_c', 'q8h2_c', 'murein5px4p_p', 'fmnh2_c', 'ugmd_c', 'hemeO_c', 'prfp_c', 'tdcoa_c', 'uagmda_c', 'dcacoa_c', 'LalaDgluMdap_e', 'ahdt_c', '3hhcoa_c', 'murein3px4p_p', 'N1aspmd_c', 'kdo2lipid4_p', '2tpr3dpcoa_c', '5apru_c', 'LalaDgluMdap_c', 'odecoa_c', '2oph_c', 'thf_c', 'fad_e', 'murein5p5p5p_p', 'anhm3p_c', 'kdo2lipid4L_c', 'hx2coa_c']",0.7635791467851071
