,Biomass composition,Fitness
0,"['fmnh2_c', 'thmpp_c', 'hemeO_c', 'nadphx__R_c', 'lipidAds_c', '5fthf_c', '2ombzl_c', 'uagmda_c', 'td2coa_c', 'dmlz_c', 'prbamp_c', 'murein4px4p_p', 'ribflv_c', 'kdo2lipid4_e', '14dhncoa_c']",0.7716309707738936
1,"['fmnh2_c', 'thmpp_c', 'hemeO_c', 'nadphx__R_c', 'lipidAds_c', '5fthf_c', '2ombzl_c', 'uagmda_c', 'td2coa_c', 'dmlz_c', 'dhf_c']",0.7716309707738936
2,"['fmnh2_c', 'thmpp_c', 'hemeO_c', 'nadphx__R_c', 'lipidAds_c', '5fthf_c', '2ombzl_c', 'uagmda_c', 'td2coa_c', 'dmlz_c', 'prbamp_c', 'murein4px4p_p', 'ribflv_c']",0.7716309707738936
3,"['fmnh2_c', 'thmpp_c', 'hemeO_c', 'nadphx__R_c', '5fthf_c', '2ombzl_c', 'uagmda_c', 'td2coa_c', 'dmlz_c', 'prbamp_c', 'murein4px4p_p', 'ribflv_c', 'ahcys_c', 'kdo2lipid4_e']",0.7716309707738936
4,"['fmnh2_c', 'thmpp_c', 'hemeO_c', 'nadphx__R_c', 'lipidAds_c', '5fthf_c', '2ombzl_c', 'uagmda_c', 'td2coa_c', 'dmlz_c', 'prbamp_c', 'murein4px4p_p', 'ribflv_c', 'kdo2lipid4_e', 'colipa_e', 'udcpp_p', 'mocogdp_c']",0.7716309707738936
5,"['fmnh2_c', 'thmpp_c', 'hemeO_c', 'nadphx__R_c', 'lipidAds_c', '5fthf_c', '2ombzl_c', 'uagmda_c', 'td2coa_c', 'dmlz_c', 'prbamp_c', 'murein4px4p_p', 'ribflv_c', 'kdo2lipid4_e', 'ribflv_p', 'na15dap_c']",0.7716309707738936
6,"['fmnh2_c', 'thmpp_c', 'hemeO_c', 'nadphx__R_c', 'lipidAds_c', '5fthf_c', '2ombzl_c', 'uagmda_c', 'td2coa_c', 'prbamp_c', 'murein4px4p_p', 'ribflv_c', 'ahcys_c', 'kdo2lipid4_e']",0.7716309707738936
7,"['fmnh2_c', 'thmpp_c', 'hemeO_c', 'nadphx__R_c', 'lipidAds_c', 'bmocogdp_c', '5fthf_c', '2ombzl_c', 'uagmda_c', 'td2coa_c', 'dmlz_c', 'prbamp_c', 'murein4px4p_p', 'ribflv_c', 'ahcys_c', 'kdo2lipid4_e']",0.7716309707738936
8,"['fmnh2_c', 'thmpp_c', 'hemeO_c', 'nadphx__R_c', 'lipidAds_c', '5fthf_c', '2ombzl_c', 'uagmda_c', 'td2coa_c', 'dmlz_c', 'prbamp_c', 'murein4px4p_p', 'ribflv_c', 'ahcys_c', 'LalaDgluMdapDala_p']",0.7716309707738936
9,"['fmnh2_c', 'thmpp_c', 'hemeO_c', 'nadphx__R_c', 'lipidAds_c', '5fthf_c', '2ombzl_c', 'uagmda_c', 'td2coa_c', 'dmlz_c', 'prbamp_c', 'murein4px4p_p', 'ribflv_c', 'ahcys_c', 'pmtcoa_c', 'hxcoa_c']",0.7716309707738936
10,"['fmnh2_c', 'thmpp_c', 'hemeO_c', 'nadphx__R_c', 'lipidAds_c', '5fthf_c', '2ombzl_c', 'uagmda_c', 'td2coa_c', 'dmlz_c', 'prbamp_c', 'cxsam_c', 'mlthf_c', 'ahcys_c', '3oddcoa_c', 'murein5p5p_p', 'hdcoa_c', 'u3aga_c', 'dpcoa_c', 'LalaDgluMdap_e', 'kdo2lipid4_e', 'amet_c', 'anhm3p_c', 'nadhx__S_c', 'uaagmda_c', 'anhgm3p_p', 'succoa_c', 'ribflv_p', 'mocogdp_c', 'LalaDgluMdap_p', 'murein5p4p_p', 'lipidX_c']",0.7716309707738936
11,"['fmnh2_c', 'thmpp_c', 'hemeO_c', 'nadphx__R_c', 'lipidAds_c', '5fthf_c', '2ombzl_c', 'uagmda_c', 'td2coa_c', 'dmlz_c', 'prbamp_c', 'murein4px4p_p', 'ahcys_c', 'kdo2lipid4_e']",0.7716309707738936
12,"['fmnh2_c', 'thmpp_c', 'hemeO_c', 'nadphx__R_c', 'lipidAds_c', '5fthf_c', '2ombzl_c', 'uagmda_c', 'td2coa_c', 'dmlz_c', 'prbamp_c', 'murein4px4p_p', 'ahcys_c', 'kdo2lipid4_e', 'LalaDgluMdapDala_p']",0.7716309707738936
13,"['fmnh2_c', 'thmpp_c', 'prlp_c', 'hemeO_c', 'nadphx__R_c', 'lipidAds_c', '5fthf_c', '2ombzl_c', 'uagmda_c', 'td2coa_c', 'dmlz_c', 'cxsam_c', 'lipa_cold_c', '3oddcoa_c', 'thmnp_c', 'anhm3p_c', 'od2coa_c', 'uaagmda_c', '3hocoa_c', 'lipidX_c']",0.7716309707738936
